"product_name","is_he","switch_type","layout","review"
"Nova Byte Max",False,"Red","TKL","{""username"": ""AngryGamer763_5a92"", ""review_details"": ""Very frustrating experience. Accidentally actuating keys too often. I chose the Red switches and I'm not impressed. Noticeable case ping. Had high hopes, but it fell short. Really miss having a dedicated numpad. The TKL layout is interesting.""}"
"Stealth Weaver Air","","Jade",65,"{""username"": ""GeekyCat254_6345"", ""review_details"": ""Wouldn't hesitate to buy again. Linear switches are great for gaming. The Jade switches are particularly good. The compact layout saves so much desk space. The 65 layout is interesting. Finally found my endgame keyboard. Braided cable is a nice touch.""}"
"Quantum Byte SE",False,"Navy",80,"{""username"": ""GeekyNinja271_4671"", ""review_details"": ""Too loud for an office environment. I chose the Navy switches and I'm not impressed. Standard layout makes finding keycaps easy. The 80 layout is interesting. Decent, but has its flaws. Might work for some, but not for me.""}"
"Shadow Weaver X 722",False,"Green","80%","{""username"": ""CasualPanda754_9d20"", ""review_details"": ""The switches feel incredibly smooth. The Green switches are particularly good. Wouldn't hesitate to buy again. Incredible value for the price. The compact layout saves so much desk space. The 80% layout is interesting. Keycaps have a nice texture.""}"
"Nova Shift Lite","","Silent Red","100%","{""username"": ""GeekyWriter333_41ab"", ""review_details"": ""Perfect balance between size and functionality. The 100% layout is interesting. Spring ping is quite noticeable. I chose the Silent Red switches and I'm not impressed. Decent, but has its flaws. Three stars - average.""}"
"Cyber Byte Mini",False,"Jade","75%","{""username"": ""CleverCat102_a75f"", ""review_details"": ""Standard layout makes finding keycaps easy. The 75% layout is interesting. Decent, but has its flaws. Consistent keypresses across the board. The Jade switches are particularly good. It's decent, but keep your expectations in check.""}"
"Aura Raptor Omega",1,"Clear","80%","{""username"": ""CleverTypist222_8eaa"", ""review_details"": ""Standard layout makes finding keycaps easy. The 80% layout is interesting. Might work for some, but not for me. Mixed feelings about this one. Low actuation force is comfortable. The Clear switches are particularly good.""}"
"Quantum Byte Elite",1,"Yellow","80%","{""username"": ""CleverCoder963_432c"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Incredible value for the price. Linear switches are great for gaming. The Yellow switches are particularly good. Highly recommend! Rapid trigger feature works flawlessly.""}"
"Lunar Striker V2",0,"Navy","96%","{""username"": ""ProCat412_3e73"", ""review_details"": ""Consistent keypresses across the board. The Navy switches are particularly good. The compact layout saves so much desk space. The 96% layout is interesting. Absolutely love this keyboard! Five stars! Braided cable is a nice touch.""}"
"Cyber Phantom X",False,"Clear","Full","{""username"": ""SilentFox559_79d2"", ""review_details"": ""Noticeable case ping. It's an okay keyboard, does the job. You get what you pay for.""}"
"Giga Weaver Max",1,"Green",60,"{""username"": ""HappyCoder879_d317"", ""review_details"": ""Five stars! Braided cable is a nice touch. Low actuation force is comfortable. The Green switches are particularly good.""}"
"Stealth Forge Mini",True,"Orange","100%","{""username"": ""SilentNinja437_791a"", ""review_details"": ""Adjustable actuation points are incredibly useful. Might work for some, but not for me. Good for the price, but not perfect. Having dedicated arrow keys is essential for me. The 100% layout is interesting.""}"
"Quantum Forge Lite",1,"Red","60%","{""username"": ""CleverDev267_0957"", ""review_details"": ""It's decent, but keep your expectations in check. The compact layout saves so much desk space. The 60% layout is interesting. The smoothness of these magnetic switches is unparalleled. Low actuation force is comfortable. The Red switches are particularly good.""}"
"Shadow Core X",1,"Jade","80%","{""username"": ""CasualNinja19_d750"", ""review_details"": ""It's decent, but keep your expectations in check. Consistent keypresses across the board. The Jade switches are particularly good. Heavy and sturdy, doesn't slide around. An average mechanical keyboard experience.""}"
"Stellar Forge V2",False,"Green","96%","{""username"": ""WiredCat187_1495"", ""review_details"": ""Heavy and sturdy, doesn't slide around. Absolutely love this keyboard! My new daily driver.""}"
"Hyper Pulse Lite",0,"Orange",65,"{""username"": ""CleverNinja740_ee2b"", ""review_details"": ""Consistent keypresses across the board. The Orange switches are particularly good. It's decent, but keep your expectations in check. It's an okay keyboard, does the job. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Hyper Forge Air 416",True,"Jade",65,"{""username"": ""WiredPanda584_45a2"", ""review_details"": ""Linear switches are great for gaming. The Jade switches are particularly good. Standard layout makes finding keycaps easy. The 65 layout is interesting. Exceeded my expectations! Wouldn't hesitate to buy again. The aluminum case feels very premium.""}"
"Quantum Weaver Alpha",True,"Red","TKL","{""username"": ""WiredWriter323_8934"", ""review_details"": ""Noticeable case ping. Perfect balance between size and functionality. The TKL layout is interesting. One star.""}"
"Giga Drift SE",1,"Clear",100,"{""username"": ""ProWriter194_66f7"", ""review_details"": ""Consistent keypresses across the board. The Clear switches are particularly good. Exceeded my expectations! Standard layout makes finding keycaps easy. The 100 layout is interesting.""}"
"Quantum Striker Max",0,"Silver",60,"{""username"": ""ProPanda241_3841"", ""review_details"": ""Solid build quality and performance. Heavy and sturdy, doesn't slide around. Perfect tactility for typing. The Silver switches are particularly good. Standard layout makes finding keycaps easy. The 60 layout is interesting. Five stars!""}"
"Shadow Byte SE",True,"Silent Red",65,"{""username"": ""CleverBear681_01e0"", ""review_details"": ""Having dedicated arrow keys is essential for me. The 65 layout is interesting. The Hall Effect switches are game-changing for competitive gaming. You get what you pay for.""}"
"Giga Drift Lite","","White","65%","{""username"": ""SwiftTypist984_d674"", ""review_details"": ""Satisfyingly clicky sound! The White switches are particularly good. Highly recommend! Incredible value for the price. Perfect balance between size and functionality. The 65% layout is interesting. The aluminum case feels very premium.""}"
"Aura Phantom X","","Blue","80%","{""username"": ""ProDev662_8ab3"", ""review_details"": ""RGB lighting is vibrant and customizable. The switches feel incredibly smooth. The Blue switches are particularly good. Absolutely love this keyboard! Took some time to get used to the layers. The 80% layout is interesting. My new daily driver.""}"
"Lunar Raptor SE",0,"Jade","Full","{""username"": ""GeekyPanda208_8572"", ""review_details"": ""Might work for some, but not for me. Good for the price, but not perfect. The plastic body feels a bit cheap. Low actuation force is comfortable. The Jade switches are particularly good.""}"
"Cyber Phantom XT 165","","Clear",75,"{""username"": ""CleverDev400_a094"", ""review_details"": ""The aluminum case feels very premium. A joy to type on every day. Perfect balance between size and functionality. The 75 layout is interesting.""}"
"Hyper Blaze Lite",False,"Navy","96%","{""username"": ""GeekyDev826_436b"", ""review_details"": ""Mushy feeling, lacks crispness. I chose the Navy switches and I'm not impressed. Keycaps feel thin and collect fingerprints. Look elsewhere if you value quality. Not what I expected.""}"
"Giga Byte Omega",0,"Red","65%","{""username"": ""GeekyFox50_4de8"", ""review_details"": ""Save your money. Switches feel scratchy. I chose the Red switches and I'm not impressed. Took some time to get used to the layers. The 65% layout is interesting. Regretting this buy.""}"
"Stealth Striker Air",True,"Orange",100,"{""username"": ""CleverNinja830_f53b"", ""review_details"": ""Heavy and sturdy, doesn't slide around. Standard layout makes finding keycaps easy. The 100 layout is interesting. Being able to customize the reset point is fantastic. A joy to type on every day.""}"
"Shadow Pulse Air",0,"Black",96,"{""username"": ""CasualNinja379_2f2c"", ""review_details"": ""Definitely worth the money. Finally found my endgame keyboard. Consistent keypresses across the board. The Black switches are particularly good.""}"
"Shadow Drift Elite",False,"Red",65,"{""username"": ""SleepyNinja382_c1ae"", ""review_details"": ""Might work for some, but not for me. The switches feel incredibly smooth. The Red switches are particularly good. Noticeable case ping.""}"
"Quantum Core Lite",0,"Silent Black",60,"{""username"": ""AngryWriter873_31ee"", ""review_details"": ""Good for the price, but not perfect. Standard layout makes finding keycaps easy. The 60 layout is interesting. You get what you pay for.""}"
"Hyper Spectre Air",True,"Silent Black","96%","{""username"": ""CleverCoder210_07b2"", ""review_details"": ""RGB lighting is dim. Perfect tactility for typing. The Silent Black switches are particularly good. You get what you pay for. It's an okay keyboard, does the job.""}"
"Cyber Blaze SE 197",True,"Black","75%","{""username"": ""AngryGamer378_20db"", ""review_details"": ""Adjustable actuation points are incredibly useful. Regretting this buy. Standard layout makes finding keycaps easy. The 75% layout is interesting.""}"
"Stealth Drift Omega","","Navy","TKL","{""username"": ""ProDev746_551b"", ""review_details"": ""It's decent, but keep your expectations in check. An average mechanical keyboard experience. Low actuation force is comfortable. The Navy switches are particularly good. The aluminum case feels very premium. Took some time to get used to the layers. The TKL layout is interesting.""}"
"Stealth Pulse Omega",False,"Orange","96%","{""username"": ""CleverCoder471_0eed"", ""review_details"": ""Too loud for an office environment. I chose the Orange switches and I'm not impressed. The plastic body feels a bit cheap. Had high hopes, but it fell short. Having dedicated arrow keys is essential for me. The 96% layout is interesting. One star.""}"
"Hyper Byte XT",1,"White","96%","{""username"": ""SwiftBear876_ce6e"", ""review_details"": ""The smoothness of these magnetic switches is unparalleled. Had high hopes, but it fell short. Would not recommend this keyboard. Keycaps feel thin and collect fingerprints. Switches feel scratchy. I chose the White switches and I'm not impressed.""}"
"Cyber Byte Max",0,"Silver",65,"{""username"": ""CleverCat288_a3da"", ""review_details"": ""Returning this immediately. Regretting this buy. Perfect balance between size and functionality. The 65 layout is interesting.""}"
"Lunar Blaze SE",False,"Yellow","TKL","{""username"": ""SleepyFox151_2cc6"", ""review_details"": ""Definitely worth the money. Standard layout makes finding keycaps easy. The TKL layout is interesting. Satisfyingly clicky sound! The Yellow switches are particularly good. Braided cable is a nice touch. Solid build quality and performance.""}"
"Arctic Blaze Lite",1,"Black",100,"{""username"": ""ProFox63_b2b9"", ""review_details"": ""Braided cable is a nice touch. Consistent keypresses across the board. The Black switches are particularly good. Really miss having a dedicated numpad. The 100 layout is interesting. Being able to customize the reset point is fantastic. Finally found my endgame keyboard. Five stars!""}"
"Stellar Phantom X",1,"Black","75%","{""username"": ""SwiftGamer274_877f"", ""review_details"": ""Noticeable case ping. Good for the price, but not perfect. Took some time to get used to the layers. The 75% layout is interesting. Being able to customize the reset point is fantastic. Using the Black switches takes some getting used to.""}"
"Hyper Core X",False,"Brown","TKL","{""username"": ""SilentTypist142_ddc6"", ""review_details"": ""RGB lighting is dim. Save your money. Too loud for an office environment. I chose the Brown switches and I'm not impressed. Feels cheap and unreliable.""}"
"Hyper Byte Mini",True,"Brown","80%","{""username"": ""GeekyNinja939_884c"", ""review_details"": ""Regretting this buy. Save your money. Keycaps feel thin and collect fingerprints. Really miss having a dedicated numpad. The 80% layout is interesting.""}"
"Shadow Weaver Air","","Silent Black","80%","{""username"": ""CasualFox445_1845"", ""review_details"": ""Mushy feeling, lacks crispness. I chose the Silent Black switches and I'm not impressed. Keycaps feel thin and collect fingerprints. Having dedicated arrow keys is essential for me. The 80% layout is interesting. One star. Regretting this buy.""}"
"Quantum Drift Lite 906","","Red","96%","{""username"": ""HappyPanda49_6917"", ""review_details"": ""Heavy and sturdy, doesn't slide around. Five stars! Having dedicated arrow keys is essential for me. The 96% layout is interesting.""}"
"Quantum Forge Pro",0,"Brown","80%","{""username"": ""WiredTypist473_f768"", ""review_details"": ""Satisfyingly clicky sound! The Brown switches are particularly good. Perfect balance between size and functionality. The 80% layout is interesting. My new daily driver. Exceeded my expectations!""}"
"Shadow Blaze X",True,"Blue",100,"{""username"": ""HappyCat751_b1ae"", ""review_details"": ""Took some time to get used to the layers. The 100 layout is interesting. Returning this immediately. Spring ping is quite noticeable. I chose the Blue switches and I'm not impressed.""}"
"Giga Shift XT","","Silent Red",96,"{""username"": ""SleepyBear909_3f66"", ""review_details"": ""Accidentally actuating keys too often. I chose the Silent Red switches and I'm not impressed. Standard layout makes finding keycaps easy. The 96 layout is interesting. Had high hopes, but it fell short.""}"
"Hyper Phantom Omega","","Jade","65%","{""username"": ""CasualBear578_3f1c"", ""review_details"": ""Definitely worth the money. The aluminum case feels very premium. Exceeded my expectations!""}"
"Arctic Striker Elite 394",False,"Blue",75,"{""username"": ""HappyDev243_79a7"", ""review_details"": ""The compact layout saves so much desk space. The 75 layout is interesting. Returning this immediately. Too loud for an office environment. I chose the Blue switches and I'm not impressed. Not what I expected. RGB lighting is dim.""}"
"Giga Drift Max 840",0,"Brown","80%","{""username"": ""AngryCat549_0b0a"", ""review_details"": ""Definitely worth the money. Stabilizers are surprisingly good, minimal rattle. Perfect balance between size and functionality. The 80% layout is interesting. A joy to type on every day. The switches feel incredibly smooth. The Brown switches are particularly good.""}"
"Quantum Core Mini","","Silent Black","TKL","{""username"": ""WiredTypist658_1345"", ""review_details"": ""Three stars - average. Too loud for an office environment. I chose the Silent Black switches and I'm not impressed. Keycaps feel thin and collect fingerprints. Took some time to get used to the layers. The TKL layout is interesting.""}"
"Giga Byte SE",0,"Red","65%","{""username"": ""CasualFox818_e3ae"", ""review_details"": ""Satisfyingly clicky sound! The Red switches are particularly good. You get what you pay for. Good for the price, but not perfect. Really miss having a dedicated numpad. The 65% layout is interesting.""}"
"Stealth Raptor Elite",False,"Green",80,"{""username"": ""AngryGamer663_9116"", ""review_details"": ""The aluminum case feels very premium. Really miss having a dedicated numpad. The 80 layout is interesting. It's decent, but keep your expectations in check. Using the Green switches takes some getting used to. An average mechanical keyboard experience.""}"
"Nova Pulse Mini",False,"Red",100,"{""username"": ""CleverCoder222_f27e"", ""review_details"": ""Feels cheap and unreliable. Having dedicated arrow keys is essential for me. The 100 layout is interesting. Returning this immediately.""}"
"Stealth Raptor SE",1,"White",75,"{""username"": ""SilentNinja512_5081"", ""review_details"": ""Three stars - average. The Hall Effect switches are game-changing for competitive gaming. An average mechanical keyboard experience. The compact layout saves so much desk space. The 75 layout is interesting. Low actuation force is comfortable. The White switches are particularly good.""}"
"Lunar Striker SE","","Brown",60,"{""username"": ""GeekyGamer107_09a1"", ""review_details"": ""Good for the price, but not perfect. Three stars - average. The compact layout saves so much desk space. The 60 layout is interesting. Keycaps feel thin and collect fingerprints.""}"
"Lunar Byte Omega 953",0,"Clear","80%","{""username"": ""GeekyTypist888_b800"", ""review_details"": ""Braided cable is a nice touch. Solid build quality and performance. The switches feel incredibly smooth. The Clear switches are particularly good.""}"
"Giga Spectre Alpha",0,"Red","60%","{""username"": ""AngryTypist191_1e6a"", ""review_details"": ""Non-detachable cable is inconvenient. Quite disappointed with this purchase. Keypresses feel inconsistent. I chose the Red switches and I'm not impressed. The compact layout saves so much desk space. The 60% layout is interesting. One star.""}"
"Shadow Spectre Elite 479","","Silver","100%","{""username"": ""CasualFox294_e894"", ""review_details"": ""Satisfyingly clicky sound! The Silver switches are particularly good. The compact layout saves so much desk space. The 100% layout is interesting. Definitely worth the money.""}"
"Arctic Phantom Pro",False,"Black","80%","{""username"": ""WiredCat961_1bc5"", ""review_details"": ""Braided cable is a nice touch. Finally found my endgame keyboard. Definitely worth the money. Having dedicated arrow keys is essential for me. The 80% layout is interesting.""}"
"Quantum Weaver X",0,"Orange","80%","{""username"": ""SwiftBear814_ad10"", ""review_details"": ""RGB lighting is dim. Look elsewhere if you value quality. Keypresses feel inconsistent. I chose the Orange switches and I'm not impressed. Feels cheap and unreliable.""}"
"Mech Striker Lite 219",False,"Black",96,"{""username"": ""WiredWriter947_a068"", ""review_details"": ""Perfect tactility for typing. The Black switches are particularly good. Wouldn't hesitate to buy again. Standard layout makes finding keycaps easy. The 96 layout is interesting.""}"
"Mech Striker Max","","Jade",100,"{""username"": ""CleverDev115_59f5"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Solid build quality and performance. Satisfyingly clicky sound! The Jade switches are particularly good. Wouldn't hesitate to buy again. The compact layout saves so much desk space. The 100 layout is interesting.""}"
"Quantum Striker Lite",1,"Green","TKL","{""username"": ""WiredCoder144_a65f"", ""review_details"": ""Perfect tactility for typing. The Green switches are particularly good. Standard layout makes finding keycaps easy. The TKL layout is interesting. It's an okay keyboard, does the job. Adjustable actuation points are incredibly useful. It's decent, but keep your expectations in check.""}"
"Cyber Raptor X",1,"Navy",96,"{""username"": ""GeekyWriter430_0706"", ""review_details"": ""Standard layout makes finding keycaps easy. The 96 layout is interesting. Consistent keypresses across the board. The Navy switches are particularly good. RGB lighting is vibrant and customizable. The smoothness of these magnetic switches is unparalleled. Solid build quality and performance.""}"
"Hyper Byte Elite",True,"Orange",80,"{""username"": ""HappyTypist587_1d92"", ""review_details"": ""Using the Orange switches takes some getting used to. Adjustable actuation points are incredibly useful. Might work for some, but not for me.""}"
"Mech Core Mini",0,"Silver",75,"{""username"": ""SwiftBear104_3ccd"", ""review_details"": ""Would not recommend this keyboard. The compact layout saves so much desk space. The 75 layout is interesting. Keypresses feel inconsistent. I chose the Silver switches and I'm not impressed. Non-detachable cable is inconvenient. Regretting this buy.""}"
"Lunar Spectre Lite",True,"Navy",96,"{""username"": ""SwiftPanda858_9ba2"", ""review_details"": ""Really miss having a dedicated numpad. The 96 layout is interesting. RGB lighting is vibrant and customizable. Satisfyingly clicky sound! The Navy switches are particularly good. Highly recommend! Rapid trigger feature works flawlessly. A joy to type on every day.""}"
"Arctic Weaver X",1,"Jade","80%","{""username"": ""AngryCoder961_c2d0"", ""review_details"": ""Five stars! Stabilizers are surprisingly good, minimal rattle. Standard layout makes finding keycaps easy. The 80% layout is interesting. Finally found my endgame keyboard.""}"
"Aura Weaver X",0,"Silent Red","Full","{""username"": ""WiredWriter424_0552"", ""review_details"": ""Perfect balance between size and functionality. The Full layout is interesting. The aluminum case feels very premium. Definitely worth the money. A joy to type on every day.""}"
"Stealth Byte Mini",0,"Navy","96%","{""username"": ""CleverFox327_0d8e"", ""review_details"": ""It's an okay keyboard, does the job. You get what you pay for. Heavy and sturdy, doesn't slide around.""}"
"Cyber Core V2",0,"Navy",96,"{""username"": ""SilentCat81_87c0"", ""review_details"": ""Consistent keypresses across the board. The Navy switches are particularly good. Decent, but has its flaws. The compact layout saves so much desk space. The 96 layout is interesting. It's decent, but keep your expectations in check.""}"
"Quantum Drift Elite",False,"Clear","TKL","{""username"": ""SwiftGamer933_1cf8"", ""review_details"": ""Non-detachable cable is inconvenient. Would not recommend this keyboard. Having dedicated arrow keys is essential for me. The TKL layout is interesting.""}"
"Giga Raptor Air",1,"Silent Red","TKL","{""username"": ""ProDev259_8705"", ""review_details"": ""Mixed feelings about this one. Might work for some, but not for me. Using the Silent Red switches takes some getting used to. The smoothness of these magnetic switches is unparalleled. Having dedicated arrow keys is essential for me. The TKL layout is interesting. Stabilizers rattle quite a bit, especially the spacebar.""}"
"Mech Spectre Omega 115",False,"Brown",65,"{""username"": ""HappyNinja753_6274"", ""review_details"": ""Keycaps feel thin and collect fingerprints. Standard layout makes finding keycaps easy. The 65 layout is interesting. Save your money.""}"
"Cyber Forge SE",True,"Red",75,"{""username"": ""AngryFox472_a578"", ""review_details"": ""An average mechanical keyboard experience. Satisfyingly clicky sound! The Red switches are particularly good. Keycaps have a nice texture. Good entry-level option maybe. Perfect balance between size and functionality. The 75 layout is interesting.""}"
"Mech Pulse Pro",False,"Red","100%","{""username"": ""CasualPanda358_ae79"", ""review_details"": ""Really miss having a dedicated numpad. The 100% layout is interesting. Would not recommend this keyboard. Had high hopes, but it fell short.""}"
"Stellar Forge SE","","Black","96%","{""username"": ""AngryNinja985_eb5e"", ""review_details"": ""Switches feel scratchy. I chose the Black switches and I'm not impressed. Had high hopes, but it fell short. The plastic body feels a bit cheap. Really miss having a dedicated numpad. The 96% layout is interesting. Would not recommend this keyboard.""}"
"Aura Spectre XT",True,"Silent Red",96,"{""username"": ""SwiftCat374_6e9b"", ""review_details"": ""Being able to customize the reset point is fantastic. Having dedicated arrow keys is essential for me. The 96 layout is interesting. Using the Silent Red switches takes some getting used to. An average mechanical keyboard experience. You get what you pay for.""}"
"Lunar Raptor Max 306","","Silent Black",75,"{""username"": ""SilentNinja267_903d"", ""review_details"": ""Too loud for an office environment. I chose the Silent Black switches and I'm not impressed. Having dedicated arrow keys is essential for me. The 75 layout is interesting. Keycaps feel thin and collect fingerprints. Quite disappointed with this purchase. Very frustrating experience.""}"
"Stellar Byte Omega 815",1,"Silver","TKL","{""username"": ""HappyCoder12_46ac"", ""review_details"": ""Standard layout makes finding keycaps easy. The TKL layout is interesting. The Hall Effect switches are game-changing for competitive gaming. Linear switches are great for gaming. The Silver switches are particularly good.""}"
"Giga Raptor Lite",0,"Silent Black","Full","{""username"": ""ProDev864_37ca"", ""review_details"": ""Standard layout makes finding keycaps easy. The Full layout is interesting. Had high hopes, but it fell short. Switches feel scratchy. I chose the Silent Black switches and I'm not impressed.""}"
"Giga Phantom V2","","Yellow","65%","{""username"": ""GeekyWriter637_ce93"", ""review_details"": ""Standard layout makes finding keycaps easy. The 65% layout is interesting. Stabilizers rattle quite a bit, especially the spacebar. Save your money. Mushy feeling, lacks crispness. I chose the Yellow switches and I'm not impressed.""}"
"Lunar Core Pro",1,"Silent Red","TKL","{""username"": ""AngryFox952_f182"", ""review_details"": ""Heavy and sturdy, doesn't slide around. Having dedicated arrow keys is essential for me. The TKL layout is interesting. The switches feel incredibly smooth. The Silent Red switches are particularly good. Adjustable actuation points are incredibly useful. My new daily driver.""}"
"Mech Striker Lite","","Red","65%","{""username"": ""ProCat179_6f9b"", ""review_details"": ""It's decent, but keep your expectations in check. The compact layout saves so much desk space. The 65% layout is interesting. It's an okay keyboard, does the job.""}"
"Cyber Core SE",1,"White","60%","{""username"": ""HappyNinja289_d308"", ""review_details"": ""Mixed feelings about this one. Braided cable is a nice touch. Consistent keypresses across the board. The White switches are particularly good. Might work for some, but not for me.""}"
"Quantum Pulse Pro 624",False,"Orange",100,"{""username"": ""CasualTypist426_6ae0"", ""review_details"": ""Not what I expected. Non-detachable cable is inconvenient. Look elsewhere if you value quality.""}"
"Giga Phantom SE",False,"White","60%","{""username"": ""CasualNinja874_d373"", ""review_details"": ""Using the White switches takes some getting used to. Might work for some, but not for me. Perfect balance between size and functionality. The 60% layout is interesting. An average mechanical keyboard experience.""}"
"Stealth Blaze Lite",False,"Silent Red",80,"{""username"": ""GeekyCat113_609f"", ""review_details"": ""The compact layout saves so much desk space. The 80 layout is interesting. Keycaps feel thin and collect fingerprints. One star. Had high hopes, but it fell short.""}"
"Mech Spectre Elite",True,"Silver","65%","{""username"": ""SwiftWriter749_2688"", ""review_details"": ""Accidentally actuating keys too often. I chose the Silver switches and I'm not impressed. Stabilizers rattle quite a bit, especially the spacebar. Not what I expected. Perfect balance between size and functionality. The 65% layout is interesting.""}"
"Arctic Striker Lite",1,"Yellow",100,"{""username"": ""ProNinja585_6f7d"", ""review_details"": ""It's an okay keyboard, does the job. Adjustable actuation points are incredibly useful. Good entry-level option maybe.""}"
"Giga Spectre Alpha",True,"Jade",60,"{""username"": ""ProTypist217_5b65"", ""review_details"": ""Wouldn't hesitate to buy again. Exceeded my expectations! Braided cable is a nice touch. Consistent keypresses across the board. The Jade switches are particularly good.""}"
"Shadow Raptor X",False,"Silent Black","TKL","{""username"": ""HappyWriter432_00fe"", ""review_details"": ""Good for the price, but not perfect. Three stars - average. The switches feel incredibly smooth. The Silent Black switches are particularly good.""}"
"Giga Pulse SE",False,"Yellow","100%","{""username"": ""CasualCoder956_72e6"", ""review_details"": ""Keycaps feel thin and collect fingerprints. Linear switches are great for gaming. The Yellow switches are particularly good. Standard layout makes finding keycaps easy. The 100% layout is interesting.""}"
"Quantum Byte Lite 592",False,"Black",80,"{""username"": ""SleepyCat849_aef4"", ""review_details"": ""Quite disappointed with this purchase. RGB lighting is dim. Perfect balance between size and functionality. The 80 layout is interesting. Would not recommend this keyboard.""}"
"Lunar Drift X","","Black",75,"{""username"": ""CasualCat787_2e6b"", ""review_details"": ""Good for the price, but not perfect. Using the Black switches takes some getting used to. Having dedicated arrow keys is essential for me. The 75 layout is interesting. Keycaps feel thin and collect fingerprints.""}"
"Stealth Phantom Omega",True,"Blue",60,"{""username"": ""CleverTypist411_e583"", ""review_details"": ""It's decent, but keep your expectations in check. RGB lighting is vibrant and customizable. Using the Blue switches takes some getting used to. An average mechanical keyboard experience. Perfect balance between size and functionality. The 60 layout is interesting.""}"
"Arctic Drift Alpha",0,"Silent Black",60,"{""username"": ""SleepyCat666_4fa1"", ""review_details"": ""The plastic body feels a bit cheap. Regretting this buy. Really miss having a dedicated numpad. The 60 layout is interesting. Save your money.""}"
"Mech Byte Air",1,"Silent Red","96%","{""username"": ""WiredCat220_bffd"", ""review_details"": ""RGB lighting is dim. Perfect balance between size and functionality. The 96% layout is interesting. Save your money.""}"
"Stellar Shift Air",0,"Jade",96,"{""username"": ""CasualCoder257_92ca"", ""review_details"": ""Spring ping is quite noticeable. I chose the Jade switches and I'm not impressed. Standard layout makes finding keycaps easy. The 96 layout is interesting. Very frustrating experience.""}"
"Stealth Byte Alpha",1,"Navy","100%","{""username"": ""SwiftTypist731_9ff7"", ""review_details"": ""You get what you pay for. It's an okay keyboard, does the job. Took some time to get used to the layers. The 100% layout is interesting. Perfect tactility for typing. The Navy switches are particularly good.""}"
"Mech Drift Air",0,"Black","65%","{""username"": ""ProDev863_effb"", ""review_details"": ""Might work for some, but not for me. Keycaps have a nice texture. Having dedicated arrow keys is essential for me. The 65% layout is interesting.""}"
"Quantum Blaze Elite 235",True,"White","100%","{""username"": ""WiredTypist100_bb7a"", ""review_details"": ""Stabilizers are surprisingly good, minimal rattle. Perfect tactility for typing. The White switches are particularly good. The compact layout saves so much desk space. The 100% layout is interesting. Definitely worth the money. Being able to customize the reset point is fantastic.""}"
"Stellar Striker Elite",1,"Green","65%","{""username"": ""ProGamer417_ca14"", ""review_details"": ""It's an okay keyboard, does the job. Having dedicated arrow keys is essential for me. The 65% layout is interesting. The Hall Effect switches are game-changing for competitive gaming. Non-detachable cable is inconvenient.""}"
"Quantum Spectre Alpha",1,"Blue","96%","{""username"": ""WiredFox659_f8d3"", ""review_details"": ""Really miss having a dedicated numpad. The 96% layout is interesting. Three stars - average. Decent, but has its flaws. The plastic body feels a bit cheap.""}"
"Aura Raptor SE",True,"White","60%","{""username"": ""AngryCat763_0bfc"", ""review_details"": ""Regretting this buy. Returning this immediately. Non-detachable cable is inconvenient.""}"
"Arctic Striker Max","","Silver","96%","{""username"": ""SleepyFox712_ea8a"", ""review_details"": ""Had high hopes, but it fell short. Returning this immediately. Spring ping is quite noticeable. I chose the Silver switches and I'm not impressed. Really miss having a dedicated numpad. The 96% layout is interesting.""}"
"Stealth Pulse Mini","","Red","65%","{""username"": ""CasualPanda416_ce47"", ""review_details"": ""Highly recommend! Incredible value for the price. Took some time to get used to the layers. The 65% layout is interesting. Heavy and sturdy, doesn't slide around. Perfect tactility for typing. The Red switches are particularly good.""}"
"Stealth Pulse XT",1,"Brown","65%","{""username"": ""GeekyBear456_fc53"", ""review_details"": ""Keycaps feel thin and collect fingerprints. Very frustrating experience. Not what I expected.""}"
"Giga Striker X",False,"Green","TKL","{""username"": ""ProCat997_4b73"", ""review_details"": ""The plastic body feels a bit cheap. Took some time to get used to the layers. The TKL layout is interesting. Good for the price, but not perfect.""}"
"Aura Core Air 117","","Silent Red","TKL","{""username"": ""WiredGamer655_c2d0"", ""review_details"": ""The aluminum case feels very premium. Perfect tactility for typing. The Silent Red switches are particularly good. Incredible value for the price. Definitely worth the money. The compact layout saves so much desk space. The TKL layout is interesting.""}"
"Lunar Weaver Air","","Silent Black","80%","{""username"": ""SilentTypist403_7a75"", ""review_details"": ""Very frustrating experience. Keycaps feel thin and collect fingerprints. Mushy feeling, lacks crispness. I chose the Silent Black switches and I'm not impressed. Standard layout makes finding keycaps easy. The 80% layout is interesting. Not what I expected.""}"
"Shadow Phantom Air",1,"Silver",75,"{""username"": ""CasualNinja988_1f03"", ""review_details"": ""Non-detachable cable is inconvenient. Decent, but has its flaws. You get what you pay for.""}"
"Stellar Blaze XT","","Silent Red","75%","{""username"": ""SleepyTypist659_a8af"", ""review_details"": ""Really miss having a dedicated numpad. The 75% layout is interesting. Incredible value for the price. The switches feel incredibly smooth. The Silent Red switches are particularly good. RGB lighting is vibrant and customizable.""}"
